EAST505,Advanced Topics in Korean Studies,3
EAST515,Seminar: Beyond Orientalism,3
EAST525,Critical Area Studies in Asia,3
EAST527,Culture and Capital in Asia,3
EAST530D1,Fourth Level Chinese,3
EAST530D2,Fourth Level Chinese,3
EAST533,Classical Chinese 1,3
EAST534,Classical Chinese 2,3
EAST535,Chinese for Business 1,3
EAST536,Chinese for Business 2,3
EAST540D1,Fourth Level Japanese,3
EAST540D2,Fourth Level Japanese,3
EAST544,Classical Japanese 2,3
EAST546,Advanced Reading: Japanese,3
EAST550,Classical Chinese Poetry Themes and Genres,3
EAST551,Technologies of Self in Early China,3
EAST556,Advanced Reading in Chinese,3
EAST557,Advanced Translation: Chinese,3
EAST559,Advanced Topics: Chinese Literature,3
EAST560,Screen Cultures and Media Arts,3
EAST562,Japanese Literary Theory and Practice,3
EAST564,Structures of Modernity: Asia,3
EAST569,Advanced Topics: Japanese Literature,3
EAST570,Modern Japanese Thought,3
EAST576,Advanced Reading in Korean,3
EAST577,Advanced Translation: Korean,3
EAST600,East Asian Studies 1,3
EAST601,East Asian Studies 2,3
EAST621,Bibliography and Research Methods: China,3
EAST650,Archaeology of Northern China: Post-Han,3
EAST657,Women's Writings in Traditional China,3
EAST680,Seminar: Social Change in Asia,3
EAST685,Animal Studies,3
EAST690,MA Thesis Research 1,3
EAST691,MA Thesis Research 2,3
EAST692,MA Thesis Research 3,3
EAST693,MA Thesis Research 4,3
EAST694,MA Thesis Research 5,3
EAST695,MA Thesis Research 6,3
EAST696,MA Thesis Research 7,6
EAST696D1,MA Thesis Research 7,3
EAST696D2,MA Thesis Research 7,3
EAST700D1,PhD Comprehensive Exam 1,N/A
EAST700D2,PhD Comprehensive Exam 1,N/A
EAST701,PhD Comprehensive Exam 2,N/A
EAST701D1,PhD Comprehensive Exam 2,N/A
EAST701D2,PhD Comprehensive Exam 2,N/A
ECON205,An Introduction to Political Economy,3
ECON208,Microeconomic Analysis and Applications,3
ECON209,Macroeconomic Analysis and Applications,3
ECON219,Current Economic Problems: Topics,3
ECON221,Economic History,3
ECON223,Political Economy of Trade Policy,3
ECON225,Economics of the Environment,3
ECON227,Economic Statistics,6
ECON227D1,Economic Statistics,3
ECON227D2,Economic Statistics,3
ECON230,Microeconomic Theory,6
ECON230D1,Microeconomic Theory,3
ECON230D2,Microeconomic Theory,3
ECON250D1,Introduction to Economic Theory: Honours,3
ECON250D2,Introduction to Economic Theory: Honours,3
ECON257D1,Economic Statistics - Honours,3
ECON257D2,Economic Statistics - Honours,3
ECON295,Macroeconomic Policy,3
ECON302,Money, Banking and Government Policy,3
ECON303,Canadian Economic Policy,3
ECON304,Financial Instruments and Institutions,3
ECON305,Industrial Organization,3
ECON306,Labour Markets and Wages,3
ECON308,Governmental Policy Towards Business,3
ECON310,Introduction to Behavioural Economics,3
ECON313,Economic Development 1,3
ECON314,Economic Development 2,3
ECON316,The Underground Economy,3
ECON318,The Criminal Economy,3
ECON319,Economic Crises,3
ECON326,Ecological Economics,3
ECON330D1,Macroeconomic Theory,3
ECON330D2,Macroeconomic Theory,3
ECON332,Macroeconomic Theory: Majors 1,3
ECON333,Macroeconomic Theory - Majors 2,3
ECON334,History of Economic Doctrines,3
ECON335,The Japanese Economy,3
ECON336,The Chinese Economy,3
ECON337,Introductory Econometrics 1,3
ECON338,Introductory Econometrics 2,3
ECON347,Economics of Climate Change,3
ECON348,Urban Economics,3
ECON350,Gender and Economics,3
ECON352D1,Macroeconomics - Honours,3
ECON352D2,Macroeconomics - Honours,3
ECON353,Macroeconomics - Honours 1,3
ECON354,Macroeconomics - Honours 2,3
ECON399,Internship: Economics,3
ECON405,Natural Resource Economics,3
ECON406,Topics in Economic Policy,3
ECON408,Public Sector Economics 1,3
ECON409,Public Sector Economics 2,3
ECON411,Economic Development: A World Area,3
ECON416,Topics in Economic Development 2,3
ECON420,Topics in Economic Theory,3
ECON423,International Trade,3
ECON424,International Payments,3
ECON426,Labour Economics,3
ECON430,The Economics of Well-Being,3
ECON434,Current Economic Problems,3
ECON437,Methods for Causal Inference,3
ECON440,Health Economics,3
ECON447,Economics of Information and Uncertainty,3
ECON450,Advanced Economic Theory 1 - Honours,3
ECON452,Advanced Economic Theory 2 - Honours,3
ECON453,International Trade - Honours,3
ECON454,Open Economy Macroeconomics - Honours,3
ECON459,Topics in Monetary Economics - Honours,3
ECON460,History of Thought 1 - Honours,3
ECON461,History of Thought 2 - Honours,3
ECON462,Seminar in Economic History,3
ECON468,Econometrics 1 - Honours,3
ECON469,Econometrics 2 - Honours,3
ECON473,Income Distribution,3
ECON480,Research Project 1,3
ECON510,Experimental Economics,3
ECON511,Energy, Economy and Environment,3
ECON525,Project Analysis,3
ECON531,Historical Experience of Economic Development,3
ECON546,Game Theory,3
ECON581,Selected Topics in Economics,3
ECON610,Microeconomic Theory 1,3
ECON611,Microeconomic Theory 2,3
ECON620,Macroeconomic Theory 1,3
ECON621,Macroeconomic Theory 2,3
ECON623,Money and Banking,3
ECON624,International Economics,3
ECON624D1,International Economics,1.5
ECON624D2,International Economics,1.5
ECON625,Economics of Natural Resources,3
ECON634,Economic Development 3,3
ECON637,Industrial Organization and Regulation,3
ECON641,Labour Economics,3
ECON647,Applied Computational Economics,3
ECON650,Research 1,3
ECON651,Research 2,3
ECON652,Research 3,3
ECON653,Research 4,3
ECON654,Research Methods in Economics,3
ECON661,Applied Time-Series and Forecasting,3
ECON662,Econometrics 1,3
ECON663,Econometrics 2,3
ECON664,Applied Cross-Sectional Methods,3
ECON665,Quantitative Methods,3
ECON670,Thesis 1,6
ECON671,Thesis 2,6
ECON672,Thesis 3,6
ECON680,M.A. Report 1,3
ECON681,M.A. Report 2,3
ECON681D1,M.A. Report 2,1.5
ECON681D2,M.A. Report 2,1.5
ECON682,M.A. Report 3,3
ECON682D1,M.A. Report 3,1.5
ECON682D2,M.A. Report 3,1.5
ECON683,M.A. Report 4,3
ECON688,Seminar on Social Statistics,3
ECON701,Ph.D. Comprehensive Examination 1,N/A
ECON702,Ph.D. Comprehensive Examination 2,N/A
ECON703,Ph.D. Field 1 Synthesis,N/A
ECON704,Ph.D. Field 2 Synthesis,N/A
ECON705,Reading Course: Selected Topics Economics,3
ECON706,Selected Topics,3
ECON709,Microeconomic Theory 3,3
ECON710,Selected Topics in Economics,3
ECON711,Microeconomic Theory 2,3
ECON712,Macroeconomic Theory 1,3
ECON713,Macroeconomic Theory 2,3
ECON720,Advanced Game Theory,3
ECON721,Advanced Monetary Theory,3
ECON722,Advanced Topics in Macroeconomics,3
ECON724,International Economics,3
ECON726,Topics in Environmental Economics,3
ECON734,Economic Development 4,3
ECON737,Industrial Organization and Regulation Seminar,3
ECON741,Advanced Labour Economics,3
ECON742,Empirical Microeconomics,3
ECON744,Health Economics,3
ECON761,Econometrics: Time Series Analysis,3
ECON762,Econometrics - Asymptotic and Finite - Sample,3
ECON762D1,Econometrics - Asymptotic and Finite - Sample,1.5
ECON762D2,Econometrics - Asymptotic and Finite-Sample,1.5
ECON763,Financial Econometrics,3
ECON765,Models for Financial Economics,3
ECON770,PhD Research Seminar 1,1
ECON771,PhD Research Seminar 2,1
ECSE200,Electric Circuits 1,3
ECSE201,Co-operative Work Term 1,2
ECSE202,Introduction to Software Development,3
ECSE205,Probability and Statistics for Engineers,3
ECSE206,Introduction to Signals and Systems,3
ECSE209,Electrotechnology,3
ECSE210,Electric Circuits 2,3
ECSE211,Design Principles and Methods,3
ECSE222,Digital Logic,3
ECSE223,Model-Based Programming,3
ECSE250,Fundamentals of Software Development,3
ECSE251,Electric and Magnetic Fields,3
ECSE301,Co-operative Work Term 2,2
ECSE303,Signals and Systems 1,3
ECSE305,Probability and Random Signals 1,3
ECSE307,Linear Systems and Control,4
ECSE308,Introduction to Communication Systems and Networks,4
ECSE310,Thermodynamics of Computing,3
ECSE316,Signals and Networks,3
ECSE321,Introduction to Software Engineering,3
ECSE324,Computer Organization,4
ECSE325,Digital Systems,3
ECSE326,Software Requirements Engineering,3
ECSE330,Introduction to Electronics,3
ECSE331,Electronics,4
ECSE334,Introduction to Microelectronics,3
ECSE335,Microelectronics,4
ECSE343,Numerical Methods in Engineering,3
ECSE353,Electromagnetic Fields and Waves,3
ECSE354,Electromagnetic Wave Propagation,4
ECSE362,Fundamentals of Power Engineering,4
ECSE396,Honours Research Laboratory Rotation 1,1
ECSE397,Honours Research Laboratory Rotation 2,1
ECSE401,Co-operative Work Term 3,2
ECSE402,Co-operative Work Term 4,2
ECSE403,Control,4
ECSE404,Control Systems,3
ECSE405,Antennas,3
ECSE408,Communication Systems,4
ECSE412,Discrete Time Signal Processing,3
ECSE415,Introduction to Computer Vision,3
ECSE416,Telecommunication Networks,4
ECSE420,Parallel Computing,3
ECSE421,Embedded Systems,3
ECSE422,Fault Tolerant Computing,3
ECSE423,Fundamentals of Photonics,3
ECSE424,Human-Computer Interaction,3
ECSE425,Computer Architecture,3
ECSE426,Microprocessor Systems,3
ECSE427,Operating Systems,3
ECSE428,Software Engineering Practice,3
ECSE429,Software Validation,3
ECSE430,Photonic Devices and Systems,3
ECSE433,Physical Basis of Transistor Devices,4
ECSE435,Mixed-Signal Test Techniques,3
ECSE437,Software Delivery,3
ECSE439,Software Language Engineering,3
ECSE444,Microprocessors,4
ECSE446,Realistic Image Synthesis,3
ECSE451,EM Transmission and Radiation,3
ECSE456,ECSE Design Project 1,3
ECSE457,ECSE Design Project 2,3
ECSE458D1,Capstone Design Project,3
ECSE458D2,Capstone Design Project,3
ECSE458N1,Capstone Design Project,3
ECSE458N2,Capstone Design Project,3
ECSE460,Appareillage électrique (Electrical Power Equipment),3
ECSE461,Electric Machinery,3
ECSE463,Electric Power Generation,3
ECSE464,Power Systems Analysis,3
ECSE465,Power Electronic Systems,3
ECSE466,Réseaux de distribution,3
ECSE467,Comportement des réseaux électriques,3
ECSE468,Electricité industrielle (Industrial Power Systems),3
ECSE469,Protection des réseaux électriques,3
ECSE470,Electromechanical and Static Conversion Systems,4
ECSE472,Fundamentals of Circuit Simulation and Modelling,3
ECSE478D1,Electrical Engineering Honours Thesis,3
ECSE478D2,Electrical Engineering Honours Thesis,3
ECSE478N1,Electrical Engineering Honours Thesis,3
ECSE478N2,Electrical Engineering Honours Thesis,3
ECSE496,Honours Research Laboratory Rotation 3,1
ECSE497,Honours Research Laboratory Rotation 4,1
ECSE498,Honours Thesis 1,3
ECSE499,Honours Thesis 2,3
ECSE500,Mathematical Foundations of Systems,3
ECSE501,Linear Systems,3
ECSE506,Stochastic Control and Decision Theory,3
ECSE507,Optimization and Optimal Control,3
ECSE508,Multi-Agent Systems,3
ECSE509,Probability and Random Signals 2,3
ECSE510,Filtering and Prediction for Stochastic Systems,3
ECSE511,Introduction to Digital Communication,3
ECSE512,Digital Signal Processing 1,3
ECSE513,Robust Control Systems,3
ECSE515,Optical Fibre Communications,3
ECSE516,Nonlinear and Hybrid Control Systems,3
ECSE517,Neural Prosthetic Systems,3
ECSE518,Telecommunication Network Analysis,3
ECSE519,Semiconductor Nanostructures and Nanophotonic Devices,3
ECSE521,Digital Communications 1,3
ECSE522,Nonlinear Phenomena in Power Systems Dynamics,4
ECSE523,Speech Communications,3
ECSE524,Interconnects and Signal Integrity,3
ECSE525,Satellite Navigation Systems,4
ECSE526,Artificial Intelligence,3
ECSE527,Optical Engineering,4
ECSE532,Computer Graphics,4
ECSE533,Physical Basis of Semiconductor Devices,3
ECSE534,Analog Microelectronics,3
ECSE535,Nanoelectronic Devices,3
ECSE536,RF Microelectronics,3
ECSE537,Advanced Digital Integrated Circuits,3
ECSE538,Safety-Critical Embedded Software,3
ECSE539,Advanced Software Language Engineering,4
ECSE540,Photonic Devices and Applications,3
ECSE541,Design of Multiprocessor Systems-­on-­Chip,3
ECSE542,Human Computer Interaction,4
ECSE543,Numerical Methods in Electrical Engineering,3
ECSE544,Computational Photography,4
ECSE546,Advanced Image Synthesis,4
ECSE549,Expert Systems in Electrical Design,3
ECSE551,Machine Learning for Engineers,4
ECSE552,Deep Learning,4
ECSE553,Critical Systems,4
ECSE554,Applied Robotics,4
ECSE555,Advanced Topics in Artificial Intelligence,4
ECSE556,Machine Learning in Network Biology,4
ECSE557,Introduction to Ethics of Intelligent Systems,3
ECSE562,Low-Carbon Power Generation Engineering,4
ECSE563,Power Systems Operation and Planning,3
ECSE564,Power Systems Dynamics and Control,4
ECSE565,Introduction to Power Electronics,3
ECSE570,Automatic Speech Recognition,3
ECSE571,Optoelectronic Devices,3
ECSE572,Nonlinear Optics,3
ECSE574,CMOS Sensor Microsystems,3
ECSE575,Heterogeneous Integration Systems,3
ECSE593,Antennas and Propagation.,3
ECSE596,Optical Waveguides,3
ECSE597,Circuit Simulation and Modelling,4
ECSE608,Machine Learning,4
ECSE609,Custom High-Performance Computing Architectures,4
ECSE610,Wireless Communications,4
ECSE611,Software Analytics,4
ECSE612,Multi-User Communications,4
ECSE615,Digital Signal Processing 2,4
ECSE618,Haptics,4
ECSE620,Information Theory and Coding,4
ECSE621,Statistic Detection and Estimation,4
ECSE623,Digital Communications 2,4
ECSE626,Statistical Computer Vision,4
ECSE634,Analog Integrated Circuits Signal Processing,4
ECSE635,Printed Electronics,4
ECSE648,VLSI Design,4
ECSE651,M.Eng. Project 1,1
ECSE652,M.Eng. Project 2,2
ECSE653,M.Eng. Project 3,3
ECSE654,M.Eng. Project 4,4
ECSE655,M.Eng. Project 5,4
ECSE656,M.Eng. Project 6,4
ECSE670D1,Computational Science Engineering Seminar,0.5
ECSE670D2,Computational Science Engineering Seminar,0.5
ECSE670N1,Computational Science Engineering Seminar,0.5
ECSE670N2,Computational Science Engineering Seminar,0.5
ECSE678,Special Topics in Solids 1,4
ECSE680,Topics in Photonics,4
ECSE681,Colloquium in Electrical Engineering,4
ECSE682,Topics in Computers and Circuits,4
ECSE683,Topics in Vision and Robotics,4
ECSE686,Topics: Communication Systems,4
ECSE686D1,Topics: Communication Systems,2
ECSE686D2,Topics: Communication Systems,2
ECSE686N1,Topics: Communication Systems,2
ECSE686N2,Topics: Communication Systems,2
ECSE688,Recent Advances in Electrical Engineering 1,4
ECSE689,Recent Advances: Electrical Engineering 2,4
ECSE691,Thesis Research 1,3
ECSE692,Thesis Research 2,4
ECSE693,Thesis Research 3,4
ECSE694,Thesis Research 4,4
ECSE695,Thesis Research 5,4
ECSE696,Thesis Research 6,4
ECSE697,Thesis Research 7,4
ECSE701,Ph.D. Qualifying Examination,N/A
ECSE702,Ph.D. Research Plan Proposal,N/A
ECSE703,Doctoral Research Seminar,N/A
EDEA204,Drawing,3
EDEA205,Painting 2,3
EDEA206,1st Year Professional Seminar,1
EDEA208,Second Professional Seminar (Music),1
EDEA241,Basic Art Media for Classroom,3
EDEA242,Cultural Skills 1,3
EDEA243,Cultural Skills 2,3
EDEA244,Cultural Skills - Fall,3
EDEA245,Cultural Skills - Winter,3
EDEA246,Cultural Skills - Spring,3
EDEA247,Cultural Skills - Summer,3
EDEA296,Basic Design,3
EDEA302,Special Topics,3
EDEA304,Painting 3,3
EDEA307,Drawing 2,3
EDEA332,Art Curriculum and Instruction - Elementary,3
EDEA341,Listening for Learning,3
EDEA342,Curriculum and Instruction in Drama Education,3
EDEA345,Music Curriculum and Instruction for Generalists,3
EDEA394,Creative Dramatics for Classroom,3
EDEA407,Final Year Professional Seminar Music,3
EDEA410,Aesthetics and Art for the Classroom,3
EDEA442,Methods in Music Education 1,3
EDEA472,Methods in Music Education 2,3
EDEA496,Sculpture 1,3
EDEA555,Applied Theatre,3
EDEA655,Arts-Based Educational Research,3
EDEC201,First Year Professional Seminar,1
EDEC202,Effective Communication,3
EDEC203,Communication in Education,3
EDEC203D1,Communication in Education,1.5
EDEC203D2,Communication in Education,1.5
EDEC208,Expressive Writing,3
EDEC215,English Exam for Teacher Certification,N/A
EDEC216,Indigenous Language Requirement,N/A
EDEC220,Curriculum Development,3
EDEC221,Leadership and Group Skills,3
EDEC222,Personnel Management and Group Skills,3
EDEC227,Naskapi Language 1,3
EDEC228,Naskapi Language 2,3
EDEC230,Conflict Resolution,3
EDEC233,Indigenous Education,3
EDEC237,Mi'gmaw Heritage Language 1,3
EDEC238,Mi'gmaw Heritage Language 2,3
EDEC239,Mi'gmaw Language 1,3
EDEC240,Mi'gmaw Language 2,3
EDEC241,Cree Language 1,3
EDEC242,Cree Language 2,3
EDEC243,Teaching: Multigrade Classrooms,3
EDEC244,Issues in Aboriginal Education,3
EDEC245,Middle School Teaching,3
EDEC246,Middle School Curriculum,3
EDEC247,Policy Issues in Quebec and Indigenous Education,3
EDEC248,Equity and Education,3
EDEC249,Global Education and Social Justice,3
EDEC253,Second Professional Seminar (Kindergarten/Elementary),1
EDEC253D1,Second Professional Seminar (Kindergarten/Elementary),0.5
EDEC253D2,Second Professional Seminar (Kindergarten/Elementary),0.5
EDEC254,Second Professional Seminar (Secondary),1
EDEC254D1,Second Professional Seminar (Secondary),0.5
EDEC254D2,Second Professional Seminar (Secondary),0.5
EDEC260,Philosophical Foundations,3
EDEC262,Media, Technology and Education,3
EDEC263,Information Communication Technology in Indigenous Literacy,3
EDEC270,Algonquin Heritage Language 1,3
EDEC271,Algonquin Heritage Language 2,3
EDEC272,Algonquin Language 1,3
EDEC273,Algonquin Language 2,3
EDEC275,Mohawk Heritage Language 1,3
EDEC276,Mohawk Heritage Language 2,3
EDEC277,Mohawk Language 1,3
EDEC278,Mohawk Language 2,3
EDEC288,Inuktitut for Beginners,3
EDEC289,Inuktitut Orthography and Grammar,3
EDEC300,Special Topics 1,3
EDEC300D1,Special Topics 1,1.5
EDEC300D2,Special Topics 1,1.5
EDEC301,Special Topics 2,3
EDEC302,Language and Learning - Curriculum,3
EDEC308,Learning to Write Fiction,3
EDEC309,Learning to Write Poetry,3
EDEC311,Resource Management,6
EDEC312,Practicum in Educational Leadership,3
EDEC313,Indigenous Land-Based Pedagogy,3
EDEC321,Visions and Realities of Indigenous Education,3
EDEC341,Intermediate Indigenous Heritage Language,3
EDEC342,Intermediate Indigenous Language,3
EDEC343,Advanced Indigenous Heritage Language,3
EDEC344,Advanced Indigenous Language,3
EDEC351,Third Professional Seminar (Secondary),2
EDEC374,Education and the Environment,3
EDEC403,The Dialects of Inuktitut,3
EDEC404,Fourth Year Professional Seminar (Sec),3
EDEC405,Fourth Year Professional Seminar (K/Elem),3
EDEC518,Arts-Based Approaches to Teaching and Learning,3
EDEC575,Special Topics in Education,3
EDEC590,Culturally Appropriate Teaching,3
EDEC591,Cultural Values and Socialization,3
EDEC602,Foundations in Curriculum,3
EDEC603,Extended Individual Reading Course,6
EDEC604,Literacy and Learning Across Curriculum,3
EDEC606,Self-Study, Autoethnography, and Autobiographical Research,3
EDEC612,Digital Media and Learning,3
EDEC616,Individual Reading Course,3
EDEC617,Special Topics in Educational Studies,3
EDEC620,Meanings of Literacy,3
EDEC624,Researching, Teaching, Learning and Teacher Education,3
EDEC625,MA Seminar in Practice-Based Teacher Education 1,3
EDEC626,MA Seminar in Math and Science Education 2,3
EDEC627,Critical Discourse Studies in Education,3
EDEC628,Literacy - Multilingual/Multicultural Settings,3
EDEC629,Writing: Theory, Research, and Practice,3
EDEC630,Ethnographic Approaches to Research,3
EDEC635,Research Writing,3
EDEC646,Sociocultural and Epistemic Understandings of Science,3
EDEC647,Sociocultural and Epistemic Understandings of Mathematics,3
EDEC648,Historical Knowledge and Social Change,3
EDEC650,Critical Race Studies and Education,3
EDEC700,Proseminar in Education 1,2
EDEC701,Ph.D. Comprehensive Examination,N/A
EDEC702,Proseminar in Education 2,2
EDEC703,Ph.D. Colloquium,4
EDEC705,Advanced Research Designs,3
EDEC706,Textual Approaches to Research,3
EDEC707,Interpretive Inquiry,3
EDEC708,PhD Seminar in Practice-Based Teacher Education 1,3
EDEC709,PhD Seminar in Math and Science Education 2,3
EDEE130,Diagnostic Math Test for B.Ed. K/Elementary,N/A
EDEE223,Language Arts,3
EDEE230,Elementary School Mathematics 1,3
EDEE234,Elementary School Geometry,3
EDEE240,Use and Adaptation of Curricula,3
EDEE243,Reading Methods in Inuktitut/Cree,3
EDEE245,Orientation to Education,3
EDEE248,Reading and Writing Inuktitut/Cree,3
EDEE250,The Kindergarten Classroom,2
EDEE253,Kindergarten Classroom Pedagogy,3
EDEE260,Reading Methods - Kindergarten/Elementary,3
EDEE270,Elementary School Science,3
EDEE273,Elementary School Science 2,3
EDEE275,Science Teaching,2
EDEE280,Geography, History and Citizenship Education,3
EDEE282,Teaching Social Sciences,2
EDEE283,Social Studies Pedagogy,3
EDEE292,Using Instructional Resources,3
EDEE325,Children's Literature,3
EDEE332,Teaching Elementary Mathematics 2,3
EDEE340,Special Topics: Cultural Issues,3
EDEE345,Literature and Creative Writing 1,3
EDEE346,Literature and Creative Writing 2,3
EDEE347,Grammar and Composition 1,3
EDEE348,Grammar and Composition 2,3
EDEE350,Integrating the Curriculum,2
EDEE352,Classroom Practices,2
EDEE353,Third Year Professional Seminar (Kindergarten/Elementary),3
EDEE355,Classroom-based Evaluation,3
EDEE370,Traditional Indigenous Life Skills,3
EDEE371,Integrating Indigenous Storytelling and Creative Writing,3
EDEE373,Traditional Healing,3
EDEE383,Oral and Family History,3
EDEE444,First Nations and Inuit Curriculum,3
EDEE473,Ecological Studies,3
EDEM220,Contemporary Issues in Education,3
EDEM502,Indigenous Family Dynamics and Supporting Institutions,3
EDEM503,Research Seminar In Indigenous Studies,3
EDEM603,Individual Reading Course,6
EDEM606,Educational Leadership Issues,3
EDEM609,Critical Perspectives in Educational Theory and Research,3
EDEM610,Leadership in Action,3
EDEM615,Selected Issues: Contemporary Education,6
EDEM616,Individual Reading Course,3
EDEM621,Thesis 1,6
EDEM623,Thesis 2,6
EDEM625,Project 1,6
EDEM625N1,Project 1,3
EDEM625N2,Project 1,3
EDEM627,Project 2,6
EDEM628,Education Resource Management,3
EDEM630,Workplace Learning,3
EDEM635,Fiscal Accountability in Education,3
EDEM637,Managing Educational Change,3
EDEM644,Curriculum Development and Implementation,3
EDEM646,Planning and Evaluation,3
EDEM655,Indigenous Research Methodologies,3
EDEM660,Community Relations in Education,3
EDEM664,Education and the Law,3
EDEM671,Role of the Leader,3
EDEM673,Leadership Theory in Education,3
EDEM674,Organizational Theory and Education,3
EDEM675,Special Topics 1 in Educational Leadership,3
EDEM676,Organizing Non-Formal Learning,3
EDEM677,Special Topics 2 in Educational Leadership,3
EDEM679,Special Topics 3 in Educational Leadership,3
EDEM681,Practicum - Administrative Studies,3
EDEM688,Critical and Participatory Research Methods,3
EDEM690,Research Methods: Theory and Practice,3
EDEM692,Qualitative Research Methods,3
EDEM693,School Improvement Approaches,3
EDEM695,Policy Studies in Education,3
EDEM699,Thesis 3,12
EDEM699D1,Thesis 3,6
EDEM699D2,Thesis 3,6
EDEM699N1,Thesis 3,6
EDEM699N2,Thesis 3,6
EDER252,Understanding and Teaching Jewish Life,3
EDER309,The Search for World Views,3
EDER318,Teaching the Jewish Liturgy,3
EDER319,Teaching the Holocaust,3
EDER320,Visions and Realities of Jewish Education,3
EDER360,Culture and Citizenship in Quebec Context (K/Elem),2
EDER372,Culture and Citizenship in Quebec Context (Secondary),3
EDER395,Moral Values and Human Action,3
EDER401,Teaching Biblical Literature - Jewish School 1,3
EDER461,Society and Change,3
EDER473,Living with Insight,3
EDER494,Human Rights and Ethics in Practice,3
EDER520,Issues in Jewish Education,3
EDER523,Teaching Judaism: Bible,3
EDER525,Teaching Judaism: Holidays,3
EDER526,Teaching Judaism: Liturgy,3
EDER527,Teaching Judaism: Special Topics,3
EDER528,Teaching Judaism: The Holocaust,3
EDER529,Hebrew Language Requirement,N/A
EDER536,Critical and Ethical Dimensions of Sexualities Education,3
EDER600,Globalization, Education and Change,3
EDER606,Philosophy of Moral Education,3
EDER607,Ethics and Values in Education,3
EDER608,Educational Implications of Social Theory,3
EDER609,Education and Philosophical Thought,3
EDER610D1,Internship,7.5
EDER610D2,Internship,7.5
EDER614,Sociology of Education,3
EDER615,Introduction to Philosophy of Education,3
EDER616,Individual Reading Course,3
EDER617,Aesthetics and Education,3
EDER622,Studies in Comparative Education,3
EDER625,Special Topics in Educational Studies,3
EDER626,Theory and Praxis of Culture and Citizenship,3
EDER633,Project 1,6
EDER634,Project 2,6
EDER639,Education and Development,3
EDER643,Women, Education and Development,3
EDER649,Education: Multicultural Societies,3
EDES334,Teaching Secondary Social Studies 1,3
EDES335,Teaching Secondary Science 1,3
EDES350,Classroom Practices,3
EDES353,Teaching Secondary Mathematics 1,3
EDES361,Teaching Secondary English 1,3
EDES365,Experiences in Communications,3
EDES366,Literature for Young Adults,3
EDES434,Teaching Secondary Social Studies 2,3
EDES435,Teaching Secondary Science 2,3
EDES453,Teaching Secondary Mathematics 2,3
EDES461,Teaching Secondary English 2,3
EDFC497,Individual Research Project,3
EDFE200,First Field Experience (K/Elem and Secondary),2
EDFE205,First Field Experience (Music),2
EDFE208,Second Field Experience (Music),3
EDFE208D1,Second Field Experience (Music),1.5
EDFE208D2,Second Field Experience (Music),1.5
EDFE209,First Field Experience (TESL),2
EDFE210,Middle School Practicum,3
EDFE214,Aboriginal Education Practicum 1,3
EDFE246,First Field Experience (Physical Education),3
EDFE254,Second Field Experience (Secondary),3
EDFE254D1,Second Field Experience (Secondary),1.5
EDFE254D2,Second Field Experience (Secondary),1.5
EDFE255,Second Field Experience (TESL),3
EDFE255D1,Second Field Experience (TESL),1.5
EDFE255D2,Second Field Experience (TESL),1.5
EDFE256,Second Field Experience (Kindergarten/Elementary),3
EDFE256D1,Second Field Experience (Kindergarten/Elementary),1.5
EDFE256D2,Second Field Experience (Kindergarten/Elementary),1.5
EDFE300,Indigenous Education Field Experience,5
EDFE306,Third Field Experience (Kindergarten/Elementary),8
EDFE308,Third Field Experience (Music),8
EDFE325,Aboriginal Education Practicum 2,3
EDFE326,Aboriginal Education Practicum 3,3
EDFE351,Third Field Experience (Secondary),8
EDFE359,Third Field Experience (TESL),8
EDFE373,Second Field Experience (Physical Education),3
EDFE380,Third Field Experience (Physical Education),7
EDFE406,Fourth Field Experience (K/Elem),7
EDFE407,Fourth Field Experience (Music),7
EDFE425,Aboriginal Education Practicum 4,3
EDFE451,Fourth Field Experience (Secondary),7
EDFE459,Fourth Field Experience (TESL),7
EDFE480,Fourth Field Experience (Physical Education),7
EDFM260,Stage de familiarisation,1
EDFM361,Stage d'enseignement 1,7
EDFM460,Stage d'enseignement 2,9
EDGC200,Knowledge through the Arts,3
EDGC201,Media, Learning, and Digital Youth Cultures,3
EDGC222,Integrating Arts into STEM,3
EDGC233,Learning in Out-of-School Contexts,3
EDGC244,Investigating Children's Reasoning,3
EDGC299,Research Methods,3
EDGC300,Special Topics,3
EDGC301,Program Design and Evaluation,3
EDGC312,Understanding Teacher Leadership,3
EDGC313,Cultivating Process of Social Transformation,3
EDGC324,Physical Health and Wellbeing in Education,3
EDGC335,Eco-Justice and Sustainability in Education,3
EDGC336,Race, Class, and Power in Education in Global Contexts,3
EDGC337,Gendered Identities, Social Learning,3
EDGC348,Global Perspectives of Early Childhood Education,3
EDGC398,Internship: Education in Global Contexts,N/A
EDGC399,Internship Capstone,3
EDGC400,21st Century Learning,3
EDGC411,Affect, Education, and Social Change,3
EDGC412,Historical Knowledge: Tool for Agents of Change,3
EDGC423,Human Knowledge Claims and Education,3
EDGC444,Critical Contexts of Youth Development and Wellbeing,3
EDGC499,Critical Research Inquiry,3
EDIN601,Internship 1,9
EDIN601D1,Internship 1,4.5
EDIN601D2,Internship 1,4.5
EDIN602,Internship 2,10
EDIN602D1,Internship 2,5
EDIN602D2,Internship 2,5
EDIN610,Internship 1,7
EDIN620,Internship 2,8
EDKP100,Introduction to Physical and Health Education in Quebec,3
EDKP204,Health Education,3
